Site,Date,Observer,Transect,Heading,Quad,Taxa,Size.mm 
Naples,8/17/16,SCL,2,70,15,Strongylocentrotus purpuratus,45
Naples,8/17/16,SCL,2,70,15,Strongylocentrotus purpuratus,39
Piedra Blanca,8/5/16,SCL,1,180,1,allgrazers,0
Piedra Blanca,8/5/16,SCL,1,180,2,allgrazers,0
Piedra Blanca,8/5/16,SCL,1,180,3,allgrazers,0
Piedra Blanca,8/5/16,SCL,1,180,4,allgrazers,0
Piedra Blanca,8/5/16,SCL,1,180,5,allgrazers,0
Piedra Blanca,8/5/16,SCL,1,180,6,allgrazers,0
Piedra Blanca,8/5/16,SCL,1,180,7,Tegula sp. 3,8
Piedra Blanca,8/5/16,SCL,1,180,7,Tegula sp. 3,1.4
Piedra Blanca,8/5/16,SCL,1,180,8,allgrazers,0
Piedra Blanca,8/5/16,SCL,1,180,9,allgrazers,0
Piedra Blanca,8/5/16,SCL,1,180,10,allgrazers,0
Piedra Blanca,8/5/16,SCL,1,180,11,allgrazers,0
Piedra Blanca,8/5/16,SCL,1,180,12,allgrazers,0
Piedra Blanca,8/5/16,SCL,1,180,13,allgrazers,0
Piedra Blanca,8/5/16,SCL,1,180,14,Tegula sp. 3,14
Piedra Blanca,8/5/16,SCL,1,180,14,Tegula sp. 3,28
Piedra Blanca,8/5/16,SCL,1,180,15,allgrazers,0
Piedra Blanca,8/5/16,SCL,1,180,1,allgrazers,0
Piedra Blanca,8/5/16,SCL,2,0,2,Megastrea.undosa,87
Piedra Blanca,8/5/16,SCL,2,0,3,allgrazers,0
Piedra Blanca,8/5/16,SCL,2,0,4,allgrazers,0
Piedra Blanca,8/5/16,SCL,2,0,5,allgrazers,0
Piedra Blanca,8/5/16,SCL,2,0,6,Megastrea.undosa,84
Piedra Blanca,8/5/16,SCL,2,0,7,allgrazers,0
Piedra Blanca,8/5/16,SCL,2,0,8,allgrazers,0
Piedra Blanca,8/5/16,SCL,2,0,9,allgrazers,0
Piedra Blanca,8/5/16,SCL,2,0,10,allgrazers,0
Piedra Blanca,8/5/16,SCL,2,0,11,allgrazers,0
Piedra Blanca,8/5/16,SCL,2,0,12,allgrazers,0
Piedra Blanca,8/5/16,SCL,2,0,13,Megastrea.undosa,7.1
Piedra Blanca,8/5/16,SCL,2,0,14,allgrazers,0
Piedra Blanca,8/5/16,SCL,2,0,15,allgrazers,0
Gavilones,8/5/16,SCL,1,100,1,allgrazers,0
Gavilones,8/5/16,SCL,1,100,2,allgrazers,0
Gavilones,8/5/16,SCL,1,100,3,allgrazers,0
Gavilones,8/5/16,SCL,1,100,4,allgrazers,0
Gavilones,8/5/16,SCL,1,100,5,allgrazers,0
Gavilones,8/5/16,SCL,1,100,6,allgrazers,0
Gavilones,8/5/16,SCL,1,100,7,allgrazers,0
Gavilones,8/5/16,SCL,1,100,8,allgrazers,0
Gavilones,8/5/16,SCL,1,100,9,allgrazers,0
Gavilones,8/5/16,SCL,1,100,10,allgrazers,0
Gavilones,8/5/16,SCL,1,100,11,allgrazers,0
Gavilones,8/5/16,SCL,1,100,12,allgrazers,0
Gavilones,8/5/16,SCL,1,100,13,allgrazers,0
Gavilones,8/5/16,SCL,1,100,14,Tegula sp. 3,0.7
Gavilones,8/5/16,SCL,1,100,15,allgrazers,0
Gavilones,8/5/16,SCL,2,0,1,allgrazers,0
Gavilones,8/5/16,SCL,2,0,2,allgrazers,0
Gavilones,8/5/16,SCL,2,0,3,allgrazers,0
Gavilones,8/5/16,SCL,2,0,4,allgrazers,0
Gavilones,8/5/16,SCL,2,0,5,allgrazers,0
Gavilones,8/5/16,SCL,2,0,6,allgrazers,0
Gavilones,8/5/16,SCL,2,0,7,allgrazers,0
Gavilones,8/5/16,SCL,2,0,8,allgrazers,0
Gavilones,8/5/16,SCL,2,0,9,allgrazers,0
Gavilones,8/5/16,SCL,2,0,10,allgrazers,0
Gavilones,8/5/16,SCL,2,0,11,allgrazers,0
Gavilones,8/5/16,SCL,2,0,12,allgrazers,0
Gavilones,8/5/16,SCL,2,0,13,allgrazers,0
Gavilones,8/5/16,SCL,2,0,14,allgrazers,0
Gavilones,8/5/16,SCL,2,0,15,allgrazers,0
